,GroupID,B0,E,El,Tl,AIC,Converge
0,188,0.0033366806847688365,1.348602509178192,0.00012148417683807418,282.96292859343674,-136.4440264547436,Y
0,189,0.010328241848112759,0.7447175541981755,-0.00018029970537234243,301.97599344642396,-204.21211497727384,Y
0,190,0.008774582524257562,0.9214042923455111,-0.00030592841808551425,294.36273948507113,-150.6718066170641,Y
0,191,1.2028597584927493e-10,22.421233725157922,21.88085673367234,288.9927336257419,-199.48372299063186,Y
0,192,0.010670259350284856,0.8079784215759488,0.00010078469206607657,289.855131466717,-161.5664123513544,Y
0,193,0.013082979328583242,0.7671558719848073,0.0030594458202754557,289.5497412795078,-166.983762144886,Y
0,194,NA,NA,NA,NA,NA,N
0,195,NA,NA,NA,NA,NA,N
0,196,NA,NA,NA,NA,NA,N
0,197,9.485731686065886e-12,24.011924287176775,23.425873245334255,289.27739038719335,-169.83569467102726,Y
0,198,0.008314244488207964,0.8848837570914941,-0.0003193304248032394,289.7876156709353,-153.4954584980683,Y
0,199,0.007661206721113142,0.9397450842410301,-0.0006093615156347377,292.5994981875649,-228.60329661127858,Y
0,200,0.00856817781729965,0.838398165024981,7.733884740561306e-05,293.81398842745955,-188.8324455973713,Y
0,201,1.1595838864637499e-10,22.3951633081174,21.515211035988813,288.8820973194654,-153.66322667937584,Y
0,202,0.008206730361030168,0.9128973358379593,0.0001761353575975105,293.86792524704157,-194.51320173451626,Y
0,203,6.755765227637856e-08,16.532589815358694,15.739372846883617,288.1077443824233,-222.14357464921972,Y
0,204,0.00748921955375634,1.0139431992532348,0.0014418091581032818,292.78033429494747,-188.42672842262073,Y
0,205,0.007393529235288346,0.9747689458186312,-0.00022525189530453197,299.54968805684416,-169.4427495734537,Y
0,206,0.009279787106223875,0.7685324820129128,-2.153477132788809e-05,300.3838055530288,-149.19532489916608,Y
0,207,NA,NA,NA,NA,NA,N
0,208,0.01269234499269175,0.675028853366993,0.001137061520173963,292.6606431764618,-232.75895759996655,Y
0,209,2.522430529001337e-10,21.072106061533788,20.55237638026633,289.05238757960217,-183.43426250396683,Y
0,210,NA,NA,NA,NA,NA,N
0,211,1.6842484829108928e-10,22.719674747886707,22.09545331446209,288.761115106049,-166.49218204558997,Y
0,212,0.015812224867054005,0.5162161137341998,-0.0013864379000269032,296.6736887178574,-185.0287425391281,Y
0,213,1.0737099281056347e-11,24.96393946367001,24.104633549763225,288.95847865251534,-111.57157409029172,Y
0,214,0.009491360668027315,0.8279422862533495,0.00040381876399407993,293.93767903497195,-197.38755452706627,Y
0,215,NA,NA,NA,NA,NA,N
0,216,4.1722037018140425e-10,21.401084090108856,20.80078207152967,288.7245540364655,-174.34900359347526,Y
0,217,1.1248899237134627e-11,24.5118444143264,24.1766436756163,289.1055591499641,-99.39465309451326,Y
0,218,2.237764925400207e-09,19.11760672759761,18.36596766995033,288.75848288178855,-135.35007691524694,Y
0,219,0.009907904223513198,0.7435144992425402,-0.0002596105428772903,299.4164478045017,-191.89573780628618,Y
0,220,0.012293396013688503,0.5907419898124024,-0.00013376176353409135,296.99175246901757,-187.07373122368105,Y
0,221,0.008563195330492948,0.811594678177265,3.176156355068031e-05,291.37994669086186,-180.00049815545276,Y
0,222,9.109328322921904e-11,22.716178128931116,21.91110365190247,288.8508711817231,-215.91344011451469,Y
0,223,0.007488069865144492,0.8888099443851422,-3.5290066880804534e-05,292.33576699247635,-123.48256370768263,Y
0,224,1.3428658826498646e-09,19.883782910805465,19.151260293612303,288.7377370905494,-123.87118245418833,Y
0,225,0.011034844693078775,0.6724899244408333,4.031655991565614e-05,297.78860781556017,-197.30281449949518,Y
0,226,1.6845152610920512e-10,22.011541031280057,21.502275526244908,288.88596348778054,-180.15708064481822,Y
0,227,NA,NA,NA,NA,NA,N
0,228,1.2569107108730709e-11,24.034408190270888,23.308115252350852,289.21726092217386,-166.30004481381997,Y
0,229,NA,NA,NA,NA,NA,N
0,230,NA,NA,NA,NA,NA,N
0,231,NA,NA,NA,NA,NA,N
0,232,NA,NA,NA,NA,NA,N
0,233,4.118529197444284e-12,25.8299949650765,25.35979911463373,289.14940803031334,-180.48773200492738,Y
0,234,NA,NA,NA,NA,NA,N
0,235,NA,NA,NA,NA,NA,N
0,236,NA,NA,NA,NA,NA,N
0,237,0.005219116344892431,2.036739785563973,1.6758620838872529,287.6733078306197,-181.84287909338832,Y
0,238,NA,NA,NA,NA,NA,N
0,239,0.010765362867770622,0.805996788728668,-0.001133603579243016,289.7486218330938,-147.92998860282526,Y
0,240,0.0014254072960513142,3.17707183579359,2.5981053837256445,288.3686788139111,-174.0422554466352,Y
0,241,NA,NA,NA,NA,NA,N
0,242,0.001450902992770231,2.086026177297781,3.2837938243191864,295.50354684778557,-98.44569567131065,Y
0,243,NA,NA,NA,NA,NA,N
0,244,2.5348096886973638e-08,16.98741365305694,16.095108788203184,288.49636757777745,-166.50301205036345,Y
0,245,NA,NA,NA,NA,NA,N
0,246,NA,NA,NA,NA,NA,N
0,247,NA,NA,NA,NA,NA,N
0,248,1.4437786405110962e-09,20.169541014265317,19.494165537905452,288.72067561847604,-168.35380995915105,Y
0,249,NA,NA,NA,NA,NA,N
0,250,NA,NA,NA,NA,NA,N
0,251,NA,NA,NA,NA,NA,N
0,252,NA,NA,NA,NA,NA,N
0,253,5.176236632661564e-10,20.399135213444737,20.1246761032477,289.0864747923902,-161.01276737227315,Y
0,254,0.01843465071784954,0.25225384377669374,0.00025284110497234306,356.63605087246674,-71.5926485873557,Y
0,255,NA,NA,NA,NA,NA,N
0,256,NA,NA,NA,NA,NA,N
0,257,NA,NA,NA,NA,NA,N
0,258,NA,NA,NA,NA,NA,N
0,259,0.014511834640804763,0.4827198547713807,-0.00035121844386884986,307.58039073327416,-173.28253853684436,Y
0,260,NA,NA,NA,NA,NA,N
0,261,NA,NA,NA,NA,NA,N
0,262,NA,NA,NA,NA,NA,N
0,263,NA,NA,NA,NA,NA,N
0,264,NA,NA,NA,NA,NA,N
0,265,6.67504220449493e-11,22.76604050232541,22.3762541069667,289.0605649697027,-150.05956240027749,Y
0,266,6.220670068270832e-09,17.87050853862111,17.61799247569852,288.80166359730015,-172.91579706187585,Y
0,267,NA,NA,NA,NA,NA,N
0,268,NA,NA,NA,NA,NA,N
0,269,NA,NA,NA,NA,NA,N
0,270,NA,NA,NA,NA,NA,N
0,271,NA,NA,NA,NA,NA,N
0,272,NA,NA,NA,NA,NA,N
0,273,0.002929731552162067,1.9591577747939082,1.564958618577114,289.1186871530403,-226.5907815143837,Y
0,274,NA,NA,NA,NA,NA,N
0,275,NA,NA,NA,NA,NA,N
0,276,NA,NA,NA,NA,NA,N
0,277,NA,NA,NA,NA,NA,N
0,278,8.07833810953965e-12,24.779398871814514,24.507953695693782,289.2004216570882,-211.3391455509316,Y
0,279,NA,NA,NA,NA,NA,N
0,280,0.009497816852389394,0.6263263621396863,-0.0006274504107142262,289.5102028561316,-188.68581887614403,Y
0,281,0.01062572501233249,0.5148536554105454,8.256773140144941e-05,312.0206190357273,-184.9355646942955,Y
0,282,2.87012956784557e-09,18.077183322461355,17.711726756338415,288.992478927271,-223.18402851150793,Y
0,283,NA,NA,NA,NA,NA,N
0,284,NA,NA,NA,NA,NA,N
0,285,6.701292739520698e-11,23.02332621620526,22.79492663241471,288.9215126641722,-176.3817736181394,Y
0,286,NA,NA,NA,NA,NA,N
0,287,NA,NA,NA,NA,NA,N
0,288,NA,NA,NA,NA,NA,N
0,289,0.010893429030043098,0.5762663382307938,0.004260545304624654,294.5597082000566,-215.8965494754358,Y
0,290,1.2032918516833345e-10,21.957514767661408,21.708279755280216,289.04409867781686,-184.43862398398983,Y
0,291,NA,NA,NA,NA,NA,N
0,292,NA,NA,NA,NA,NA,N
0,293,NA,NA,NA,NA,NA,N
0,294,NA,NA,NA,NA,NA,N
0,295,NA,NA,NA,NA,NA,N
0,296,7.477875389150531e-11,22.538327787511765,22.19450888011732,289.09083664344564,-205.56319665777247,Y
0,297,0.0011198677827258308,2.7487725747216847,2.996214881551484,291.28960311976334,-180.8651667413846,Y
0,298,NA,NA,NA,NA,NA,N
0,299,NA,NA,NA,NA,NA,N
0,300,NA,NA,NA,NA,NA,N
0,301,NA,NA,NA,NA,NA,N
0,302,NA,NA,NA,NA,NA,N
0,303,NA,NA,NA,NA,NA,N
0,304,2.7963330860560324e-10,20.934049233864442,20.610239459653776,288.9946549603755,-438.9276835199036,Y
0,305,NA,NA,NA,NA,NA,N
0,306,NA,NA,NA,NA,NA,N
0,307,NA,NA,NA,NA,NA,N
0,308,NA,NA,NA,NA,NA,N
0,309,0.015246467642019626,0.29440090550261455,0.001556528901111711,298.05495882833947,-77.7272560279261,Y
0,310,NA,NA,NA,NA,NA,N
0,311,NA,NA,NA,NA,NA,N
0,312,NA,NA,NA,NA,NA,N
0,313,NA,NA,NA,NA,NA,N
0,314,NA,NA,NA,NA,NA,N
0,315,5.113337284499556e-07,12.838778969005489,12.247660402565682,288.5245137382749,-304.2703027863011,Y
0,316,NA,NA,NA,NA,NA,N
0,317,NA,NA,NA,NA,NA,N
0,318,NA,NA,NA,NA,NA,N
0,319,NA,NA,NA,NA,NA,N
0,320,NA,NA,NA,NA,NA,N
0,321,NA,NA,NA,NA,NA,N
0,322,NA,NA,NA,NA,NA,N
0,323,NA,NA,NA,NA,NA,N
0,324,NA,NA,NA,NA,NA,N
0,325,NA,NA,NA,NA,NA,N
0,326,0.0033836471335583875,1.307164606613746,1.4121014126655307,292.9775871796017,-111.55282360302678,Y
0,327,NA,NA,NA,NA,NA,N
0,328,NA,NA,NA,NA,NA,N
0,329,NA,NA,NA,NA,NA,N
0,330,NA,NA,NA,NA,NA,N
0,331,NA,NA,NA,NA,NA,N
0,332,NA,NA,NA,NA,NA,N
0,333,NA,NA,NA,NA,NA,N
0,334,0.005910310174321889,0.8865593588358973,0.0016910651503910753,305.04193140423206,-103.71290203124349,Y
0,335,NA,NA,NA,NA,NA,N
0,336,NA,NA,NA,NA,NA,N
0,337,NA,NA,NA,NA,NA,N
0,338,0.004130875597740883,1.2125029725143048,7.026540308677502e-05,305.80515983238786,-104.77108704873396,Y
0,339,NA,NA,NA,NA,NA,N
0,340,NA,NA,NA,NA,NA,N
0,341,1.1199799920385171e-08,17.949536915696463,17.50117633958453,288.4257789794853,-434.5278307066508,Y
0,342,NA,NA,NA,NA,NA,N
0,343,NA,NA,NA,NA,NA,N
0,344,0.007372420208269483,0.8406815902579771,-0.00033448969629423526,290.04944510217405,-168.25377549091397,Y
0,345,0.003736355952495073,1.6677829744634634,0.9457472314156066,286.45873815286336,-77.78307061878999,Y
0,346,NA,NA,NA,NA,NA,N
0,347,0.009613169009319855,0.7516453088854124,0.00027684404451587107,292.4147001685084,-130.20368883114278,Y
0,348,NA,NA,NA,NA,NA,N
0,349,NA,NA,NA,NA,NA,N
0,350,NA,NA,NA,NA,NA,N
0,351,0.0038608806375367657,1.7357793664759296,1.373900102780949,290.3318153690501,-103.87778890630375,Y
0,352,NA,NA,NA,NA,NA,N
0,353,0.007567990904796123,0.599180268570342,-2.0355082551564037,287.15714967629617,-157.47342495467132,Y
0,354,NA,NA,NA,NA,NA,N
0,355,NA,NA,NA,NA,NA,N
0,356,NA,NA,NA,NA,NA,N
0,357,NA,NA,NA,NA,NA,N
0,358,NA,NA,NA,NA,NA,N
0,359,NA,NA,NA,NA,NA,N
0,360,0.006466631974789821,0.9316642540988683,-0.0004671574821072265,287.91988810459407,-123.73915185734657,Y
0,361,NA,NA,NA,NA,NA,N
0,362,0.004043800188446448,1.2827484045284687,0.00041609326572013267,303.62605144598547,-117.0716709486275,Y
0,363,NA,NA,NA,NA,NA,N
0,364,NA,NA,NA,NA,NA,N
0,365,0.01132618829003517,0.6888807364625624,0.0011641506799705394,288.9156258062077,-116.13208056582432,Y
0,366,NA,NA,NA,NA,NA,N
0,367,0.004696049744957875,1.114602950521472,-7.72587063507573e-05,300.06695120454935,-129.97522988605002,Y
0,368,NA,NA,NA,NA,NA,N
0,369,NA,NA,NA,NA,NA,N
0,370,NA,NA,NA,NA,NA,N
0,371,NA,NA,NA,NA,NA,N
0,372,NA,NA,NA,NA,NA,N
0,373,NA,NA,NA,NA,NA,N
0,374,NA,NA,NA,NA,NA,N
0,375,NA,NA,NA,NA,NA,N
0,376,NA,NA,NA,NA,NA,N
0,377,NA,NA,NA,NA,NA,N
0,378,0.006880319623998397,1.076843516895209,-0.00021126146909911618,300.30120663299124,-123.46380451993903,Y
0,379,NA,NA,NA,NA,NA,N
0,380,0.0034535259363547245,1.8709367564475976,1.0341077870892827,287.0930207662277,-94.73167226015201,Y
0,381,NA,NA,NA,NA,NA,N
0,382,NA,NA,NA,NA,NA,N
0,383,NA,NA,NA,NA,NA,N
0,384,NA,NA,NA,NA,NA,N
0,385,NA,NA,NA,NA,NA,N
0,386,NA,NA,NA,NA,NA,N
0,387,0.012461687877423928,0.6847271821427263,0.001156124563337921,296.78946879641785,-88.02251105254092,Y
0,388,NA,NA,NA,NA,NA,N
0,389,NA,NA,NA,NA,NA,N
0,390,NA,NA,NA,NA,NA,N
0,391,NA,NA,NA,NA,NA,N
0,392,NA,NA,NA,NA,NA,N
0,393,NA,NA,NA,NA,NA,N
0,394,0.016429595730913977,0.5397331890649958,0.0017591234324558684,290.2453300866233,-133.90903192818837,Y
0,395,0.0072528846675159195,0.8974700664598781,-2.2180024496733968e-05,292.573396448704,-156.1821548102117,Y
0,396,NA,NA,NA,NA,NA,N
0,397,NA,NA,NA,NA,NA,N
0,398,NA,NA,NA,NA,NA,N
0,399,NA,NA,NA,NA,NA,N
0,400,NA,NA,NA,NA,NA,N
0,401,NA,NA,NA,NA,NA,N
0,402,NA,NA,NA,NA,NA,N
0,403,NA,NA,NA,NA,NA,N
0,404,NA,NA,NA,NA,NA,N
0,405,NA,NA,NA,NA,NA,N
0,406,0.007257359920709655,1.0404669584559376,0.001465123974245938,300.9058264082264,-138.25733242009238,Y
0,407,0.007015223146663791,1.0452012033642615,0.0007720372219975995,301.4410687188452,-96.1439582272297,Y
0,408,NA,NA,NA,NA,NA,N
0,409,NA,NA,NA,NA,NA,N
0,410,0.004691836561891483,1.3375200138455026,1.3360012945476438,291.42184005771674,-54.83836431882012,Y
0,411,0.0072902496676215305,1.3158036058051004,1.4313877173649912,290.02333231168967,-117.39064653198166,Y
0,412,NA,NA,NA,NA,NA,N
0,413,0.0028226796844810827,1.7849785529168076,2.999478370956872,293.3393078260182,-101.08877268989852,Y
0,414,NA,NA,NA,NA,NA,N
0,415,NA,NA,NA,NA,NA,N
0,416,0.003645647027646957,1.6325316952136653,1.6363743677278981,290.2675161651026,-138.74168069049153,Y
0,417,NA,NA,NA,NA,NA,N
0,418,NA,NA,NA,NA,NA,N
0,419,0.005163569783047512,1.690463292133054,1.2410596882631317,289.2857214297956,-155.9492610705761,Y
0,420,0.005353652453643664,1.1214342152470165,-4.304843059511616e-05,285.89110610398666,-94.06267764402091,Y
0,421,NA,NA,NA,NA,NA,N
0,422,NA,NA,NA,NA,NA,N
0,423,NA,NA,NA,NA,NA,N
0,424,NA,NA,NA,NA,NA,N
0,425,NA,NA,NA,NA,NA,N
0,426,NA,NA,NA,NA,NA,N
0,427,NA,NA,NA,NA,NA,N
0,428,0.0026386096954977905,1.0018652776895183,-0.0018312306874421445,306.9935960538896,-111.33011224566897,Y
0,429,NA,NA,NA,NA,NA,N
0,430,NA,NA,NA,NA,NA,N
0,431,NA,NA,NA,NA,NA,N
0,432,NA,NA,NA,NA,NA,N
0,433,NA,NA,NA,NA,NA,N
0,434,NA,NA,NA,NA,NA,N
0,435,NA,NA,NA,NA,NA,N
0,436,NA,NA,NA,NA,NA,N
0,437,NA,NA,NA,NA,NA,N
0,438,NA,NA,NA,NA,NA,N
0,439,NA,NA,NA,NA,NA,N
0,440,NA,NA,NA,NA,NA,N
0,441,NA,NA,NA,NA,NA,N
0,442,NA,NA,NA,NA,NA,N
0,443,NA,NA,NA,NA,NA,N
0,444,NA,NA,NA,NA,NA,N
0,445,NA,NA,NA,NA,NA,N
0,446,NA,NA,NA,NA,NA,N
0,447,NA,NA,NA,NA,NA,N
0,448,NA,NA,NA,NA,NA,N
0,449,NA,NA,NA,NA,NA,N
0,450,0.002175049047111295,1.1790555421756443,0.00014522378317251912,305.12375218667665,-162.07272219203858,Y
0,451,0.0040466401630311274,0.5898229023312181,0.11062647315476162,294.8031423447239,-91.25009796831932,Y
0,452,NA,NA,NA,NA,NA,N
0,453,NA,NA,NA,NA,NA,N
0,454,NA,NA,NA,NA,NA,N
0,455,NA,NA,NA,NA,NA,N
0,456,NA,NA,NA,NA,NA,N
0,457,NA,NA,NA,NA,NA,N
0,458,NA,NA,NA,NA,NA,N
0,459,NA,NA,NA,NA,NA,N
0,460,NA,NA,NA,NA,NA,N
0,461,NA,NA,NA,NA,NA,N
0,462,NA,NA,NA,NA,NA,N
0,463,NA,NA,NA,NA,NA,N
0,464,0.0012950448731565106,4.575812560270813,4.271464586756815,291.2098344801164,-47.62848472827454,Y
0,465,NA,NA,NA,NA,NA,N
0,466,NA,NA,NA,NA,NA,N
0,467,NA,NA,NA,NA,NA,N
0,468,NA,NA,NA,NA,NA,N
0,469,NA,NA,NA,NA,NA,N
0,470,NA,NA,NA,NA,NA,N
0,471,NA,NA,NA,NA,NA,N
0,472,NA,NA,NA,NA,NA,N
0,473,NA,NA,NA,NA,NA,N
0,474,NA,NA,NA,NA,NA,N
0,475,NA,NA,NA,NA,NA,N
0,476,0.9593558988490164,1.1538880794612132,0.9147229962035072,282.70285627975306,-25.567463519824663,Y
0,477,NA,NA,NA,NA,NA,N
0,478,3849.9933865072194,6.5020354891582866,6.037006239226756,273.98869145695693,-31.532307270577824,Y
0,479,3.170527013377139,0.6057016640613039,1.014535376171638,286.13407644867067,-32.231334201029135,Y
0,480,NA,NA,NA,NA,NA,N
0,481,NA,NA,NA,NA,NA,N
0,482,NA,NA,NA,NA,NA,N
0,483,NA,NA,NA,NA,NA,N
0,484,NA,NA,NA,NA,NA,N
0,485,NA,NA,NA,NA,NA,N
0,486,NA,NA,NA,NA,NA,N
0,487,2133101402.302567,18.16898512147971,17.762456638893212,273.85046857287875,-72.16921731299118,Y
0,488,1.3422999615796773,3.292131806931306,3.877635387450605,280.5671429879563,-45.32984964600584,Y
0,489,17.44563749418064,4.276265736906955,4.058216321064569,274.0626737396655,-51.992491357312225,Y
0,490,NA,NA,NA,NA,NA,N
0,491,0.13627646758040568,0.7898371999451239,1.3437256735336436,286.87598903442023,-33.106939441015825,Y
0,492,438385492.54466695,15.864809882912576,15.794498721390648,273.73530823123065,-53.697961637180974,Y
0,493,NA,NA,NA,NA,NA,N
0,494,2.7419287601534896,5.281402086159641,5.307239474042919,279.1757421533093,-44.4697629109525,Y
0,495,8634905908.456926,19.226692082549988,19.13717393270656,274.33798480977714,-53.62127156722441,Y
0,496,NA,NA,NA,NA,NA,N
0,497,0.7278408160066496,3.894467086503569,4.3584132441717784,281.12360333054085,-48.467085756360134,Y
0,498,0.6845974450663915,1.4788216370218492,1.2245166593798584,273.0554659907972,-45.74454297421358,Y
0,499,143131953.66814467,15.83949687143046,15.987593259327847,274.67344366159307,-31.676804814358015,Y
0,500,NA,NA,NA,NA,NA,N
