,GroupID,B0,E,Eh,El,Th,Tl,AIC,Converge
0,174,NA,NA,NA,NA,NA,NA,NA,N
0,175,NA,NA,NA,NA,NA,NA,NA,N
0,176,NA,NA,NA,NA,NA,NA,NA,N
0,177,NA,NA,NA,NA,NA,NA,NA,N
0,178,NA,NA,NA,NA,NA,NA,NA,N
0,179,NA,NA,NA,NA,NA,NA,NA,N
0,180,NA,NA,NA,NA,NA,NA,NA,N
0,181,NA,NA,NA,NA,NA,NA,NA,N
0,182,NA,NA,NA,NA,NA,NA,NA,N
0,183,NA,NA,NA,NA,NA,NA,NA,N
0,184,NA,NA,NA,NA,NA,NA,NA,N
0,185,NA,NA,NA,NA,NA,NA,NA,N
0,186,NA,NA,NA,NA,NA,NA,NA,N
0,187,NA,NA,NA,NA,NA,NA,NA,N
0,188,NA,NA,NA,NA,NA,NA,NA,N
0,189,NA,NA,NA,NA,NA,NA,NA,N
0,190,NA,NA,NA,NA,NA,NA,NA,N
0,191,NA,NA,NA,NA,NA,NA,NA,N
0,192,NA,NA,NA,NA,NA,NA,NA,N
0,193,NA,NA,NA,NA,NA,NA,NA,N
0,194,NA,NA,NA,NA,NA,NA,NA,N
0,195,NA,NA,NA,NA,NA,NA,NA,N
0,196,NA,NA,NA,NA,NA,NA,NA,N
0,197,NA,NA,NA,NA,NA,NA,NA,N
0,198,NA,NA,NA,NA,NA,NA,NA,N
0,199,NA,NA,NA,NA,NA,NA,NA,N
0,200,NA,NA,NA,NA,NA,NA,NA,N
0,201,NA,NA,NA,NA,NA,NA,NA,N
0,202,NA,NA,NA,NA,NA,NA,NA,N
0,203,NA,NA,NA,NA,NA,NA,NA,N
0,204,NA,NA,NA,NA,NA,NA,NA,N
0,205,NA,NA,NA,NA,NA,NA,NA,N
0,206,NA,NA,NA,NA,NA,NA,NA,N
0,207,NA,NA,NA,NA,NA,NA,NA,N
0,208,NA,NA,NA,NA,NA,NA,NA,N
0,209,NA,NA,NA,NA,NA,NA,NA,N
0,210,NA,NA,NA,NA,NA,NA,NA,N
0,211,NA,NA,NA,NA,NA,NA,NA,N
0,212,NA,NA,NA,NA,NA,NA,NA,N
0,213,NA,NA,NA,NA,NA,NA,NA,N
0,214,NA,NA,NA,NA,NA,NA,NA,N
0,215,NA,NA,NA,NA,NA,NA,NA,N
0,216,NA,NA,NA,NA,NA,NA,NA,N
0,217,NA,NA,NA,NA,NA,NA,NA,N
0,218,NA,NA,NA,NA,NA,NA,NA,N
0,219,NA,NA,NA,NA,NA,NA,NA,N
0,220,NA,NA,NA,NA,NA,NA,NA,N
0,221,NA,NA,NA,NA,NA,NA,NA,N
0,222,NA,NA,NA,NA,NA,NA,NA,N
0,223,NA,NA,NA,NA,NA,NA,NA,N
0,224,NA,NA,NA,NA,NA,NA,NA,N
0,225,NA,NA,NA,NA,NA,NA,NA,N
0,226,NA,NA,NA,NA,NA,NA,NA,N
0,227,NA,NA,NA,NA,NA,NA,NA,N
0,228,NA,NA,NA,NA,NA,NA,NA,N
0,229,NA,NA,NA,NA,NA,NA,NA,N
0,230,NA,NA,NA,NA,NA,NA,NA,N
0,231,NA,NA,NA,NA,NA,NA,NA,N
0,232,NA,NA,NA,NA,NA,NA,NA,N
0,233,NA,NA,NA,NA,NA,NA,NA,N
0,234,NA,NA,NA,NA,NA,NA,NA,N
0,235,0.020648975210739263,0.9296250738879737,-1.994268506097916,1.072072278233954,294.6553517364132,291.3280320462037,-103.25964765160546,Y
0,236,NA,NA,NA,NA,NA,NA,NA,N
0,237,NA,NA,NA,NA,NA,NA,NA,N
0,238,NA,NA,NA,NA,NA,NA,NA,N
0,239,NA,NA,NA,NA,NA,NA,NA,N
0,240,NA,NA,NA,NA,NA,NA,NA,N
0,241,NA,NA,NA,NA,NA,NA,NA,N
0,242,NA,NA,NA,NA,NA,NA,NA,N
0,243,NA,NA,NA,NA,NA,NA,NA,N
0,244,NA,NA,NA,NA,NA,NA,NA,N
0,245,NA,NA,NA,NA,NA,NA,NA,N
0,246,NA,NA,NA,NA,NA,NA,NA,N
0,247,NA,NA,NA,NA,NA,NA,NA,N
0,248,NA,NA,NA,NA,NA,NA,NA,N
0,249,NA,NA,NA,NA,NA,NA,NA,N
0,250,NA,NA,NA,NA,NA,NA,NA,N
0,251,NA,NA,NA,NA,NA,NA,NA,N
0,252,NA,NA,NA,NA,NA,NA,NA,N
0,253,NA,NA,NA,NA,NA,NA,NA,N
0,254,NA,NA,NA,NA,NA,NA,NA,N
0,255,NA,NA,NA,NA,NA,NA,NA,N
0,256,NA,NA,NA,NA,NA,NA,NA,F
0,257,NA,NA,NA,NA,NA,NA,NA,N
0,258,NA,NA,NA,NA,NA,NA,NA,N
0,259,NA,NA,NA,NA,NA,NA,NA,N
0,260,NA,NA,NA,NA,NA,NA,NA,N
0,261,NA,NA,NA,NA,NA,NA,NA,N
0,262,NA,NA,NA,NA,NA,NA,NA,N
0,263,NA,NA,NA,NA,NA,NA,NA,N
0,264,NA,NA,NA,NA,NA,NA,NA,N
0,265,NA,NA,NA,NA,NA,NA,NA,N
0,266,NA,NA,NA,NA,NA,NA,NA,N
0,267,NA,NA,NA,NA,NA,NA,NA,N
0,268,NA,NA,NA,NA,NA,NA,NA,N
0,269,NA,NA,NA,NA,NA,NA,NA,N
0,270,NA,NA,NA,NA,NA,NA,NA,N
0,271,NA,NA,NA,NA,NA,NA,NA,N
0,272,NA,NA,NA,NA,NA,NA,NA,N
0,273,NA,NA,NA,NA,NA,NA,NA,N
0,274,NA,NA,NA,NA,NA,NA,NA,N
0,275,NA,NA,NA,NA,NA,NA,NA,N
0,276,NA,NA,NA,NA,NA,NA,NA,N
0,277,NA,NA,NA,NA,NA,NA,NA,N
0,278,NA,NA,NA,NA,NA,NA,NA,N
0,279,NA,NA,NA,NA,NA,NA,NA,N
0,280,NA,NA,NA,NA,NA,NA,NA,N
0,281,NA,NA,NA,NA,NA,NA,NA,N
0,282,NA,NA,NA,NA,NA,NA,NA,N
0,283,NA,NA,NA,NA,NA,NA,NA,N
0,284,NA,NA,NA,NA,NA,NA,NA,N
0,285,NA,NA,NA,NA,NA,NA,NA,N
0,286,NA,NA,NA,NA,NA,NA,NA,N
0,287,NA,NA,NA,NA,NA,NA,NA,N
0,288,NA,NA,NA,NA,NA,NA,NA,N
0,289,NA,NA,NA,NA,NA,NA,NA,N
0,290,NA,NA,NA,NA,NA,NA,NA,N
0,291,NA,NA,NA,NA,NA,NA,NA,N
0,292,NA,NA,NA,NA,NA,NA,NA,N
0,293,NA,NA,NA,NA,NA,NA,NA,N
0,294,NA,NA,NA,NA,NA,NA,NA,N
0,295,NA,NA,NA,NA,NA,NA,NA,N
0,296,NA,NA,NA,NA,NA,NA,NA,N
0,297,NA,NA,NA,NA,NA,NA,NA,N
0,298,0.006687713974577677,1.3297535225048227,-0.6486959255562514,2.8704963206356613,298.71157599011946,294.7930125238645,-214.25972579644653,Y
0,299,NA,NA,NA,NA,NA,NA,NA,N
0,300,NA,NA,NA,NA,NA,NA,NA,N
0,301,NA,NA,NA,NA,NA,NA,NA,N
0,302,NA,NA,NA,NA,NA,NA,NA,N
0,303,NA,NA,NA,NA,NA,NA,NA,N
0,304,NA,NA,NA,NA,NA,NA,NA,N
0,305,NA,NA,NA,NA,NA,NA,NA,N
0,306,NA,NA,NA,NA,NA,NA,NA,N
0,307,NA,NA,NA,NA,NA,NA,NA,N
0,308,NA,NA,NA,NA,NA,NA,NA,F
0,309,NA,NA,NA,NA,NA,NA,NA,N
0,310,NA,NA,NA,NA,NA,NA,NA,N
0,311,NA,NA,NA,NA,NA,NA,NA,N
0,312,NA,NA,NA,NA,NA,NA,NA,N
0,313,NA,NA,NA,NA,NA,NA,NA,N
0,314,NA,NA,NA,NA,NA,NA,NA,N
0,315,NA,NA,NA,NA,NA,NA,NA,N
0,316,NA,NA,NA,NA,NA,NA,NA,F
